    |             BAT_NAME|     RA|    DEC|    SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|GAMM|GAMM|GAMM|  CHI_SQ_R|REDSHIF|  LUM|ASSOC_STREN|        CL2|                 TYPE
#   |                     |    deg|    deg|       |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |    |    |    |          |       |log[e|           |           |
 795|   SWIFT J1613.2-6043|243.005|-60.664|  15.62|                      WKK 6092|                               |242.9642|-60.6319|   31.91|   29.61|   34.15|  0.0|2.06|1.86|2.26|      0.80| 0.0156|43.24|           |         40|Sy1.5
 796|   SWIFT J1612.9-5227|243.179|-52.423| 355.63|                   4U 1608-522|                               |243.1792|-52.4231|  643.48|  641.43|  645.47|  0.0|2.39|2.38|2.40|     25.00|       |     |           |        190|LMXB
 797|   SWIFT J1614.0+6544|243.512| 65.715|   7.30|                       Mrk 876|                               |243.4883| 65.7193|    9.54|    7.83|   11.25|  0.0|2.30|1.85|2.87|      0.70| 0.1290|44.62|           |         40|Sy1
 798|   SWIFT J1617.5-4958|244.158|-49.980|  13.09|         1RXS J161637.2-495847|                               |244.1573|-49.9791|   22.03|   19.96|   23.81|  0.0|2.89|2.64|3.17|      2.10|       |     |           |         90|CV
 799|   SWIFT J1617.4-5056|244.371|-50.921|   7.42|                PSR J1617-5055|                               |244.3721|-50.9203|   15.33|   12.54|   17.73|  0.0|2.05|1.59|2.56|      0.70|       |     |           |        150|Pulsar
 800|   SWIFT J1617.8+3223|244.440| 32.412|  12.52|                        3C 332|                               |244.4272| 32.3763|   25.27|   22.43|   27.70|  0.0|1.76|1.54|2.00|      1.30| 0.1510|45.19|           |         50|Sy1.9
 801|   SWIFT J1618.7-5930|244.699|-59.480|   8.50|                      WKK 6471|                               |244.6518|-59.4548|   23.63|   20.19|   26.56|  0.0|1.45|1.09|1.81|      1.00| 0.0350|43.83|           |         40|Sy1
 802|   SWIFT J1619.2-4945|244.884|-49.742|  18.33|       2MASS J16193220-4944305|                               |244.8842|-49.7418|   31.51|   29.89|   33.14|  0.0|2.89|2.71|3.08|      3.80|       |     |           |        180|HMXB
 803|   SWIFT J1619.4-2808|244.892|-28.123|  20.25|       2MASS J16193334-2807397|                               |244.8890|-28.1277|   34.76|   32.94|   36.59|  0.0|2.69|2.51|2.88|      1.80|       |     |           |        190|LMXB
 804|   SWIFT J1621.2+8104|244.927| 81.062|  11.14|                  CGCG 367-009|                               |244.8302| 81.0465|   19.79|   17.80|   21.80|  0.0|1.86|1.62|2.12|      0.70| 0.0274|43.53|           |         50|Sy2
 805|   SWIFT J1620.1-1539|244.979|-15.640|14050.01|                       Sco X-1|                               |244.9795|-15.6402|20618.10|20617.00|20619.30|  0.0|5.67|5.67|5.67| 177745.00|       |     |           |        190|LMXB
 806|   SWIFT J1620.9-5129|245.156|-51.510|  25.77|         CXOU J162046.2-513006|                               |245.1542|-51.5100|   45.95|   44.15|   48.16|  0.0|2.53|2.41|2.66|      6.00|       |     |           |        180|HMXB
 807|   SWIFT J1625.9+4349|246.490| 43.814|   7.78|          87GB 162418.8+435342|                               |246.4721| 43.7872|   12.13|   10.23|   14.44|  0.0|2.04|1.62|2.54|      0.80| 1.0480|46.85|           |         80|Beamed AGN
 808|   SWIFT J1626.5-2951|246.554|-29.855|   5.07|                   PKS 1622-29|                               |246.5251|-29.8575|   15.54|   12.64|   19.09|  0.0|1.32|0.66|1.99|      1.00| 0.8150|46.69|           |         80|Beamed AGN
 809|   SWIFT J1626.9-5156|246.650|-51.943|  12.48|            SWIFT J1626.6-5156|                               |246.6510|-51.9428|   14.98|   13.56|   16.68|  0.0|3.28|2.86|3.79|      2.20|       |     |           |        180|HMXB
 810|   SWIFT J1626.7+8530|246.540| 85.498|   6.89|                    VII Zw 653|                               |246.3580| 85.4949|   10.38|    8.84|   12.64|  0.0|2.07|1.62|2.62|      1.00| 0.0631|44.00|           |         40|Sy1.2
 811|   SWIFT J1628.1+5145|247.034| 51.760|  27.03|                      Mrk 1498|                               |247.0169| 51.7754|   42.97|   41.41|   45.24|  0.0|2.08|1.96|2.20|      1.50| 0.0547|44.49|           |         50|Sy2
 812|   SWIFT J1627.8-4913|247.012|-49.198|  71.17|                    Big Dipper|                               |247.0118|-49.1985|   78.53|   77.76|   79.66|  0.0|6.74|6.57|6.92|     15.00|       |     |           |        190|LMXB
 813|   SWIFT J1628.4-4838|247.044|-48.646|  10.07|               IGR J16283-4838|                               |247.0451|-48.6489|   15.39|   13.72|   17.85|  0.0|2.28|1.92|2.68|      1.50|       |     |           |        180|HMXB
 814|   SWIFT J1628.9-5023|247.113|-50.379|   5.27|               IGR J16287-5021|                               |247.1118|-50.3777|    7.11|    5.86|    8.80|  0.0|3.42|2.66|4.51|      0.90|       |     |           |        190|LMXB
 815|   SWIFT J1629.9+6722|247.468| 67.427|   4.53|                       Mrk 885|                               |247.4510| 67.3783|    9.77|    7.05|   12.09|  0.0|1.45|0.92|2.01|      0.70| 0.0253|43.15|           |         40|Sy1
 816|   SWIFT J1630.5+3925|247.554| 39.421|   8.37|       2MASX J16303265+3923031|                               |247.6361| 39.3842|   13.15|   10.85|   15.11|  0.0|2.08|1.69|2.53|      0.90| 0.0306|43.45|           |         50|Sy2
 817|   SWIFT J1631.7+2353|247.872| 23.891|   5.97|       2MASX J16311554+2352577|                               |247.8147| 23.8826|    9.52|    7.26|   11.44|  0.0|2.35|1.78|3.06|      0.30| 0.0590|43.90|           |         50|Sy2
 818|   SWIFT J1632.1-4849|247.950|-48.818| 234.93|               IGR J16318-4848|                               |247.9500|-48.8175|  462.16|  459.86|  464.13|  0.0|2.39|2.38|2.40|   1234.30|       |     |           |        180|HMXB
 819|   SWIFT J1632.1-4753|248.008|-47.874| 185.20|               AX J1631.9-4752|                               |248.0079|-47.8742|  312.16|  310.50|  314.40|  0.0|2.84|2.82|2.86|    392.40|       |     |           |        150|Pulsar
 820|   SWIFT J1632.4-6729|248.073|-67.463| 439.12|                    4U 1626-67|                               |248.0700|-67.4619|  552.65|  551.28|  554.50|  0.0|3.29|3.28|3.30|   2341.50|       |     |           |        190|LMXB
 821|  SWIFT J1633.8-4724A|248.507|-47.393| 173.63|                    4U 1630-47|                               |248.5073|-47.3930|  303.17|  301.08|  305.99|  0.0|2.69|2.66|2.72|     11.90|       |     |           |        190|LMXB
 822|  SWIFT J1633.8-4724B|248.158|-47.395|  59.00|               IGR J16328-4726|                               |248.1579|-47.3951|   23.76|   22.00|   26.15|  0.0|3.08|2.72|3.52|      2.30|       |     |           |        180|HMXB
 823|   SWIFT J1635.0-5804|248.818|-58.084|   8.43|                ESO 137- G 034|                               |248.8070|-58.0800|   23.57|   19.86|   25.63|  0.0|1.58|1.29|1.88|      1.90| 0.0090|42.63|           |         50|Sy2
 824|   SWIFT J1638.7-6420|249.543|-64.364|  22.70|                   TrA Cluster|                               |249.5671|-64.3472|   26.53|   24.89|   27.44|  0.0|3.93|3.68|4.21|      1.60|       |     |           |         30|Galaxy Cluster
 825|   SWIFT J1639.2-4641|249.773|-46.703|  52.85|               AX J1639.0-4642|                               |249.7730|-46.7031|   71.02|   69.02|   72.12|  0.0|3.38|3.30|3.47|     38.80|       |     |           |        180|HMXB
 826|   SWIFT J1640.8-5343|250.232|-53.751| 328.53|                   4U 1636-536|                               |250.2313|-53.7514|  488.01|  485.78|  489.25|  0.0|3.03|3.02|3.05|     23.90|       |     |           |        190|LMXB
 827|   SWIFT J1641.9-4531|250.461|-45.541|  31.90|               IGR J16418-4532|                               |250.4616|-45.5404|   54.00|   51.54|   56.59|  0.0|2.20|2.11|2.30|     82.20|       |     |           |        180|HMXB
 828|   SWIFT J1643.2+7036|250.853| 70.614|   4.99|                      NGC 6232|                               |250.8343| 70.6325|   11.29|    8.69|   14.07|  0.0|1.47|0.95|1.99|      2.10| 0.0148|42.74|           |         50|Sy2
 829|   SWIFT J1643.1+3951|250.768| 39.814|   7.05|                        3C 345|                               |250.7450| 39.8103|   20.71|   17.59|   24.01|  0.0|1.17|0.81|1.52|      0.50| 0.5928|46.48|           |         80|Beamed AGN
 830|   SWIFT J1645.7-4538|251.446|-45.611| 666.71|                      GX 340+0|                               |251.4456|-45.6111|  861.47|  860.35|  862.66|  0.0|5.59|5.58|5.60|    268.00|       |     |           |        190|LMXB
 831|  SWIFT J1647.9-4511A|252.026|-45.202|  35.22|       2MASS J16480656-4512068|                               |252.0273|-45.2019|   73.95|   70.39|   76.65|  0.0|2.15|2.07|2.24|     25.90|       |     |           |        180|HMXB
 832|  SWIFT J1647.9-4511B|251.646|-45.120|   7.87|               IGR J16465-4507|                               |251.6480|-45.1170|   15.45|   10.76|   18.98|  0.0|1.40|0.94|1.86|      8.20|       |     |           |        180|HMXB
 833|   SWIFT J1648.0-3037|252.066|-30.596|  14.19|       2MASX J16481523-3035037|                               |252.0635|-30.5845|   32.71|   29.13|   35.42|  0.0|2.00|1.80|2.21|      2.40| 0.0310|43.86|           |         40|Sy1
 834|   SWIFT J1649.3-4351|252.363|-43.819|  26.16|       2MASS J16492695-4349090|                               |252.3623|-43.8192|   49.31|   46.45|   51.49|  0.0|2.56|2.43|2.69|      2.20|       |     |           |        180|HMXB
 835|   SWIFT J1649.9-3307|252.465|-33.154|  13.15|               IGR J16500-3307|                               |252.4818|-33.1172|   22.48|   20.69|   24.15|  0.0|2.76|2.49|3.05|      2.00|       |     |           |         90|CV
 836|   SWIFT J1650.5+0434|252.656|  4.620|   7.95|                   LEDA 214543|                               |252.6781|  4.6050|   20.83|   18.16|   23.33|  0.0|1.77|1.45|2.12|      1.00| 0.0321|43.69|           |         50|Sy2
 837|  SWIFT J1652.0-5915A|252.809|-59.239|   9.78|                ESO 138- G 001|                               |252.8339|-59.2348|   19.46|   16.76|   21.99|  0.0|2.31|1.93|2.74|      1.20| 0.0091|42.55|           |         50|Sy2
 838|  SWIFT J1652.0-5915B|253.184|-59.225|  11.18|                      NGC 6221|                               |253.1925|-59.2173|   22.41|   19.19|   25.42|  0.0|1.83|1.41|2.28|      1.50| 0.0050|42.09|           |         50|Sy2
 839|   SWIFT J1652.3+5554|253.078| 55.906|   8.08|                     UGC 10593|                               |253.0780| 55.9055|   13.81|   11.83|   15.69|  0.0|1.98|1.64|2.37|      0.60| 0.0291|43.43|           |         50|Sy2
 840|   SWIFT J1652.3-4520|253.085|-45.342|  14.28|                 XTE J1652-453|                               |253.0854|-45.3442|   31.40|   28.69|   34.04|  0.0|2.51|2.30|2.75|      0.90|       |     |           |        190|LMXB
 841|   SWIFT J1652.9+0223|253.257|  2.403|  28.22|                      NGC 6240|                               |253.2454|  2.4009|   69.00|   65.69|   72.21|  0.0|1.83|1.73|1.93|      1.10| 0.0245|43.97|           |         50|Sy1.9
 842|   SWIFT J1653.2+2352|253.255| 23.855|   6.72|       2MASX J16531506+2349431|                               |253.3127| 23.8286|   13.22|   10.20|   16.16|  0.0|1.88|1.48|2.33|      1.40| 0.1034|44.56|           |         50|Sy2
 843|   SWIFT J1654.0+3946|253.472| 39.760|  50.65|                       Mrk 501|                               |253.4676| 39.7602|   71.58|   69.29|   73.81|  0.0|2.39|2.32|2.47|      0.90| 0.0337|44.27|           |         80|Beamed AGN
 844|   SWIFT J1653.8-3952|253.463|-39.875|  28.27|                  GRO J1655-40|                               |253.5006|-39.8458|   53.53|   51.18|   55.67|  0.0|2.26|2.12|2.42|      8.60|       |     |           |        190|LMXB
 845|   SWIFT J1654.7-1917|253.653|-19.276|  14.00|         1RXS J165443.5-191620|                               |253.6820|-19.2720|   24.75|   22.78|   26.54|  0.0|2.87|2.61|3.15|      1.40|       |     |           |         90|CV
 846|   SWIFT J1656.1-5200|254.037|-52.054|  21.45|         1RXS J165605.6-520345|                               |254.0238|-52.0614|   43.23|   40.80|   45.43|  0.0|2.12|1.97|2.27|      1.40| 0.0540|44.48|           |         40|Sy1.2
 847|   SWIFT J1656.3-3302|254.076|-33.037|  19.23|       2MASS J16561677-3302127|                               |254.0699|-33.0369|   61.56|   58.52|   64.32|  0.0|1.55|1.42|1.67|      0.40| 2.4000|48.44|           |         80|Beamed AGN
 848|   SWIFT J1657.7+3518|254.458| 35.342| 839.94|                       Her X-1|                               |254.4576| 35.3424|  969.61|  968.07|  970.88|  0.0|3.29|3.29|3.30|   6066.70|       |     |           |        190|LMXB
 849|   SWIFT J1659.2-1515|254.779|-15.290|  31.01|                MAXI J1659-152|                               |254.7565|-15.2585|   71.51|   68.78|   73.77|  0.0|2.14|2.04|2.24|      4.70|       |     |           |        190|LMXB
 850|   SWIFT J1700.6-4222|255.082|-42.339|  15.49|               AX J1700.2-4220|                               |255.0808|-42.3385|   30.39|   28.21|   32.22|  0.0|2.59|2.40|2.80|      0.90|       |     |           |        180|HMXB
 851|   SWIFT J1700.8-4139|255.203|-41.656| 625.06|       2MASS J17004888-4139214|                               |255.2030|-41.6562| 1167.25| 1165.05| 1169.08|  0.0|2.58|2.57|2.58|   3034.50|       |     |           |        180|HMXB
 852|   SWIFT J1700.9-4610|255.244|-46.186|  75.38|                 XTE J1701-462|                               |255.2436|-46.1857|   94.95|   93.68|   96.02|  0.0|5.51|5.40|5.63|      4.30|       |     |           |        190|LMXB
 853|   SWIFT J1701.3-4304|255.368|-43.103|   5.84|       2MASS J17012815-4306123|                               |255.3673|-43.1037|   10.62|    8.32|   12.50|  0.0|2.67|2.17|3.27|      0.70|       |     |           |         90|CV
 854|   SWIFT J1701.7-4050|255.435|-40.858|  38.84|                 XTE J1701-407|                               |255.4349|-40.8588|   55.97|   53.12|   58.42|  0.0|2.08|1.96|2.20|      0.90|       |     |           |        190|LMXB
 855|   SWIFT J1702.8-4849|255.703|-48.787| 275.30|                      GX 339-4|                               |255.7063|-48.7897|  647.86|  644.82|  650.47|  0.0|1.90|1.89|1.91|     36.00|       |     |           |        190|LMXB
 856|   SWIFT J1703.9-3753|255.987|-37.844|1840.22|                   4U 1700-377|                               |255.9866|-37.8441| 3661.16| 3658.84| 3663.16|  0.0|2.62|2.62|2.62|  11428.20|       |     |           |        180|HMXB
 857|   SWIFT J1704.3+7838|256.069| 78.598|   9.05|                    ABELL 2256|                               |255.9312| 78.7175|    7.77|    6.87|    8.92|  0.0|3.85|3.24|4.65|      0.80|       |     |           |         30|Galaxy Cluster
 858|   SWIFT J1705.9-3624|256.436|-36.423| 912.56|                      GX 349+2|                               |256.4354|-36.4231| 1303.86| 1302.92| 1305.05|  0.0|5.98|5.97|5.99|   1158.80|       |     |           |        190|LMXB
 859|   SWIFT J1706.2-4303|256.564|-43.036| 251.57|                   4U 1702-429|                               |256.5638|-43.0358|  423.42|  421.91|  425.32|  0.0|2.75|2.73|2.76|     12.10|       |     |           |        190|LMXB
 860|   SWIFT J1706.6-6146|256.575|-61.715|  33.36|        SWIFT J179616.4-614240|                               |256.5000|-61.7167|   60.42|   58.53|   62.80|  0.0|2.16|2.06|2.26|      1.00|       |     |           |        190|LMXB
 861|   SWIFT J1706.7+2401|256.642| 23.970|  18.69|                    4U 1700+24|                               |256.6438| 23.9718|   27.61|   25.42|   29.80|  0.0|2.49|2.28|2.72|      0.40|       |     |           |        190|LMXB
 862|   SWIFT J1708.6+2155|257.192| 21.884|   3.28|       2MASX J17085915+2153082|                               |257.2464| 21.8856|    5.18|    2.70|    7.68|  0.0|2.17|0.65|6.37|      0.40| 0.0723|43.82|           |         40|Sy1.2
 863|   SWIFT J1708.5-4008|257.195|-40.149|  13.56|           RX J170849.0-400910|                               |257.1953|-40.1480|   46.82|   43.53|   50.10|  0.0|1.46|1.28|1.64|      1.30|       |     |           |        150|Pulsar
 864|   SWIFT J1708.9-4404|257.227|-44.102| 325.39|                   4U 1705-440|                               |257.2270|-44.1020|  397.88|  396.66|  399.10|  0.0|4.99|4.96|5.01|     60.80|       |     |           |        190|LMXB
 865|   SWIFT J1708.7-3216|257.219|-32.356|   9.18|                    4U 1705-32|                               |257.2267|-32.3160|   20.22|   18.17|   22.85|  0.0|2.29|1.97|2.64|      0.70|       |     |           |        190|LMXB
